25;3162.00;9.55;1596.00;small
25;3235.00;9.50;1630.00;small
26;3250.00;9.50;1728.00;small
26;3209.00;9.50;1667.00;small
27;3105.00;9.60;1735.00;small
27;3180.00;10.48;1730.00;small
28;3370.00;9.50;1457.00;big
28;3423.00;9.60;1528.00;big
28;3514.00;9.50;1490.00;big
29;3040.00;9.50;1532.00;big
29;3130.00;9.50;1523.00;big
30;3369.00;9.50;1668.00;big
30;3270.00;9.50;1663.00;big
31;4037.00;9.60;1138.00;big
31;4056.00;9.90;1237.00;big
32;1159.00;9.50;526.00;big
32;1249.00;9.50;239.00;big
33;619.00;9.78;2004.00;big
33;344.00;9.60;1987.00;big
34;1557.00;9.60;1098.00;big
34;1449.00;9.63;1171.00;big
35;1736.00;9.50;333.00;big
35;1893.00;9.50;479.00;big
36;2012.00;9.85;2159.00;big
36;2130.00;12.05;2036.00;big
37;3180.00;9.50;1915.00;big
37;3224.00;9.60;1958.00;big
38;3132.00;9.60;1801.00;small
38;3123.00;9.50;1858.00;small
39;3210.00;9.50;1858.00;big
39;3200.00;9.50;1796.00;big
40;3544.00;9.50;1988.00;big
40;3664.00;9.50;1911.00;big
40;3640.00;9.57;1971.00;big
40;3571.00;9.55;1895.00;big
41;2731.00;10.38;1574.00;big
41;2792.00;11.48;1624.00;big
41;2706.00;10.57;1636.00;big
42;2711.00;9.50;1691.00;small
42;2744.00;9.50;1715.00;small
43;2661.00;9.50;1790.00;big
43;2618.00;9.50;1935.00;big
44;2247.00;9.50;2088.00;big
44;2445.00;9.50;2164.00;big
45;2658.00;9.50;2193.00;big
45;2886.00;9.50;2199.00;big
46;3339.00;9.50;2254.00;big
46;3689.00;9.50;2245.00;big
47;2540.00;9.50;1527.00;big
47;2596.00;9.50;1629.00;big
48;2624.00;9.50;1462.00;big
48;2536.00;9.50;1343.00;big
49;2420.00;9.50;1738.00;big
49;2314.00;9.50;1915.00;big
50;2084.00;9.50;1862.00;big
50;1802.00;9.50;2107.00;big
51;2236.00;9.50;1681.00;big
51;2272.00;9.50;1548.00;big
52;1335.00;9.50;1272.00;big
52;1367.00;9.50;1369.00;big
53;1842.00;9.50;1219.00;big
53;1614.00;9.60;1272.00;big
54;1784.00;9.50;1628.00;big
54;1706.00;9.50;1553.00;big
55;1882.00;9.50;1746.00;big
55;1874.00;9.50;1641.00;big
56;2043.00;9.50;1436.00;big
56;2068.00;9.50;1596.00;big
57;1810.00;9.50;1379.00;big
57;1870.00;9.50;1496.00;big
58;2250.00;9.50;1348.00;big
58;2390.00;9.50;1432.00;big
59;2050.00;9.50;1234.00;big
59;2061.00;9.50;1037.00;big
60;3793.00;9.50;832.00;big
60;3865.00;9.50;1036.00;big
61;2448.00;9.50;1144.00;big
61;2263.00;9.50;1016.00;big
62;2704.00;9.50;901.00;big
62;2883.00;9.50;732.00;big
63;1886.00;9.50;275.00;big
63;1660.00;9.50;65.00;big
64;2360.00;9.50;320.00;big
64;2069.00;9.50;210.00;big
65;3273.00;9.50;246.00;big
65;3037.00;9.50;463.00;big
66;2197.00;9.50;519.00;big
66;2440.00;9.50;781.00;big
67;2850.00;9.50;141.00;big
67;2719.00;9.50;479.00;big
68;2804.00;9.50;1547.00;big
68;2883.00;9.50;1600.00;big
69;3328.00;9.60;1515.00;big
69;3239.00;9.50;1495.00;big
70;3623.00;9.50;1577.00;big
70;3587.00;9.50;1660.00;big
71;4084.00;9.50;851.00;big
71;4277.00;9.50;890.00;big
72;4362.00;9.50;1050.00;big
72;4487.00;9.50;969.00;big
73;4424.00;9.50;1065.00;big
73;4425.00;9.50;1106.00;big
74;4199.00;9.50;178.00;big
74;4188.00;9.50;566.00;big
75;4589.00;9.50;1123.00;big
75;4617.00;9.50;1257.00;big
76;4828.00;9.50;1391.00;big
76;4705.00;9.63;1337.00;big
77;4726.00;9.50;1480.00;big
77;4739.00;9.50;1572.00;big
78;4893.00;9.50;1239.00;big
78;4884.00;9.50;1098.00;big
79;4922.00;9.50;1604.00;big
79;5021.00;9.50;1749.00;big
80;4703.00;9.50;1106.00;big
80;4717.00;9.50;1024.00;big
81;5112.00;9.50;747.00;big
81;5250.00;9.50;686.00;big
82;4972.00;9.50;723.00;big
82;5011.00;9.50;803.00;big
83;5435.00;9.50;714.00;big
83;5294.00;9.50;843.00;big
84;5032.00;9.50;1049.00;big
84;5195.00;9.50;918.00;big
85;3748.00;9.50;550.00;big
85;3703.00;9.50;221.00;big
86;5358.00;9.50;444.00;big
86;5364.00;9.50;126.00;big
87;5109.00;9.50;1796.00;big
87;5235.00;9.50;1947.00;big
88;5510.00;9.50;1940.00;big
88;117.00;9.50;1924.00;big
89;904.00;9.50;1434.00;big
89;833.00;9.50;1587.00;big
90;5073.00;9.50;1576.00;big
90;4957.00;9.50;1471.00;big
91;4816.00;9.50;904.00;big
91;4896.00;9.50;843.00;big
92;4695.00;9.50;723.00;big
92;4765.00;9.60;815.00;big
93;4693.00;9.60;910.00;big
93;4757.00;9.60;973.00;big
94;5146.00;9.50;1220.00;big
94;5039.00;9.50;1377.00;big
95;65.00;9.50;1310.00;big
95;5466.00;9.50;1416.00;big
96;6.00;9.50;1621.00;big
96;5445.00;9.50;1728.00;big
97;117.00;9.60;755.00;big
97;5460.00;9.50;1046.00;big
98;4850.00;9.50;105.00;big
98;4873.00;9.50;317.00;big
99;4542.00;9.50;249.00;big
99;4478.00;9.50;688.00;big
100;3376.00;9.50;1357.00;big
100;3545.00;9.50;1148.00;big
101;4118.00;9.50;1118.00;big
101;4266.00;9.50;1157.00;big
102;3610.00;9.50;1010.00;big
102;3510.00;9.50;839.00;big
103;3392.00;9.50;580.00;big
103;3469.00;9.50;683.00;big
104;3746.00;9.50;1186.00;big
104;3860.00;9.50;1263.00;big
105;433.00;9.50;1091.00;big
105;273.00;9.50;1240.00;big
106;1288.00;9.50;1172.00;big
106;1059.00;9.50;1316.00;big
107;1435.00;9.50;965.00;big
107;1509.00;9.50;1050.00;big
108;1569.00;9.50;381.00;big
108;1615.00;9.50;606.00;big
109;1455.00;9.50;879.00;big
109;1513.00;9.50;747.00;big
110;1202.00;9.50;1004.00;big
110;1177.00;9.50;791.00;big
111;886.00;9.50;1177.00;big
111;690.00;9.50;1214.00;big
112;267.00;9.50;223.00;big
112;675.00;9.50;240.00;big
113;780.00;9.50;589.00;big
113;668.00;9.50;452.00;big
114;644.00;9.50;1739.00;big
114;344.00;9.50;1782.00;big
115;750.00;9.50;1532.00;big
115;580.00;9.50;1510.00;big
116;3716.00;12.75;1528.00;big
116;3555.00;14.57;1550.00;big
116;3726.00;14.80;1411.00;big
116;3624.00;15.65;1457.00;big
117;1593.00;9.70;1585.00;big
117;1513.00;9.50;1470.00;big
118;941.00;9.50;1537.00;big
118;910.00;12.63;1688.00;big
119;1194.00;12.32;1503.00;big
119;1296.00;9.50;1474.00;big
120;1130.00;12.38;1681.00;big
120;1250.00;11.15;1625.00;big
121;1567.00;9.60;1724.00;big
121;1817.00;10.05;1854.00;big
122;1195.00;9.50;1864.00;big
122;916.00;11.68;1834.00;big
123;1266.00;14.18;1277.00;big
123;1206.00;12.53;1287.00;big
124;1735.00;9.50;1077.00;big
124;1609.00;16.08;981.00;big
125;2187.00;10.07;836.00;big
125;2074.00;10.65;637.00;big
126;3095.00;9.60;1440.00;big
126;2906.00;11.20;1534.00;big
126;2952.00;9.70;1510.00;big
126;3029.00;9.75;1457.00;big
126;2794.00;12.03;1504.00;big
126;2838.00;11.80;1519.00;big
126;3158.00;9.50;1463.00;big
127;2894.00;9.50;1468.00;big
127;3049.00;9.90;1391.00;big
127;2698.00;9.80;1349.00;big
127;3225.00;9.50;1403.00;big
127;2903.00;10.00;1210.00;big
127;3211.00;10.40;1236.00;big
128;3333.00;9.60;1336.00;big
128;3295.00;9.50;1437.00;big
128;3341.00;9.93;1216.00;big
129;3302.00;11.88;1585.00;big
129;3428.00;10.98;1593.00;big
130;3296.00;9.50;1786.00;big
130;3369.00;9.50;1759.00;big
131;3284.00;9.50;1859.00;big
131;3344.00;9.50;1874.00;big
132;3323.00;9.50;1958.00;big
132;3341.00;9.60;2089.00;big
133;3494.00;9.50;1869.00;big
133;3418.00;9.50;1834.00;big
133;3443.00;9.50;1927.00;big
134;3543.00;9.60;1619.00;small
134;3483.00;13.80;1654.00;small
135;3530.00;9.50;1702.00;big
135;3449.00;9.50;1715.00;big
136;3885.00;10.28;1605.00;big
136;3824.00;9.55;1811.00;big
136;3661.00;9.60;1586.00;big
136;3735.00;9.82;1783.00;big
136;3770.00;9.50;1584.00;big
136;4023.00;9.50;1648.00;big
136;3837.00;9.50;1685.00;big
136;3695.00;9.50;1662.00;big
136;3949.00;10.23;1720.00;big
136;4091.00;10.10;1783.00;big
136;3961.00;10.35;1815.00;big
137;3632.00;9.50;1772.00;big
137;3483.00;9.50;1775.00;big
137;3543.00;9.60;1816.00;big
137;3632.00;9.50;1840.00;big
138;3744.00;9.98;1865.00;big
138;3725.00;9.75;1897.00;big
138;3708.00;10.03;1845.00;big
138;3729.00;9.80;1953.00;big
138;3750.00;9.70;1829.00;big
139;3083.00;13.68;612.00;big
139;3151.00;11.20;496.00;big
139;3259.00;10.57;536.00;big
140;2577.00;9.53;1176.00;big
140;2796.00;9.60;1196.00;big
140;2812.00;9.60;1078.00;big
140;2670.00;9.90;1120.00;big
140;2958.00;10.90;1125.00;big
141;4251.00;9.50;1344.00;big
141;4179.00;9.50;1341.00;big
142;4423.00;9.60;1243.00;big
142;4477.00;9.50;1161.00;big
143;4655.00;12.35;1644.00;big
143;4631.00;9.50;1565.00;big
144;4506.00;12.03;1530.00;big
144;4385.00;12.45;1604.00;big
145;4063.00;11.90;1586.00;big
145;4201.00;12.82;1665.00;big
146;4131.00;21.43;1410.00;big
146;4210.00;20.65;1443.00;big
146;4026.00;20.65;1505.00;big
147;4356.00;11.25;2209.00;big
147;4001.00;9.50;2087.00;big
148;4946.00;9.78;1746.00;big
148;4855.00;9.60;1852.00;big
149;4510.00;10.78;1906.00;big
149;4913.00;9.60;2040.00;big
150;3737.00;9.70;2070.00;big
150;3473.00;9.50;1972.00;big
150;3512.00;9.50;2006.00;big
150;3409.00;9.60;1998.00;big
150;3425.00;9.50;2061.00;big
150;3500.00;9.50;2103.00;big
150;3752.00;9.50;2178.00;big
150;3608.00;9.50;2033.00;big
151;4165.00;9.50;1934.00;big
151;4354.00;10.00;2037.00;big
151;4026.00;9.50;1929.00;big
151;4126.00;9.50;1867.00;big
151;4189.00;9.50;2005.00;big
151;4240.00;11.82;1841.00;big
151;4260.00;9.70;1926.00;big
152;4424.00;13.95;1724.00;big
152;4483.00;12.28;1680.00;big
152;4336.00;14.03;1823.00;big
152;4590.00;11.57;1745.00;big
152;4354.00;13.65;1716.00;big
152;4265.00;9.75;1763.00;big
152;4451.00;12.15;1791.00;big
153;3960.00;9.50;1326.00;big
153;4059.00;9.50;1361.00;big
154;5006.00;10.15;1567.00;big
154;4896.00;9.60;1497.00;big
155;4816.00;9.50;1717.00;big
155;4752.00;9.50;1644.00;big
156;4683.00;9.80;478.00;big
156;4960.00;9.53;462.00;big
157;5565.00;9.60;346.00;big
157;5468.00;9.60;239.00;big
158;4712.00;9.60;830.00;big
158;4522.00;9.60;855.00;big
158;4487.00;9.73;862.00;big
158;4635.00;9.60;832.00;big
158;4560.00;9.68;847.00;big
159;4644.00;9.60;1015.00;big
159;4575.00;9.55;958.00;big
160;4763.00;9.63;1087.00;big
160;4713.00;9.75;1206.00;big
161;2508.00;10.18;2126.00;small
161;2568.00;10.50;2137.00;small
162;3896.00;15.07;1517.00;big
162;3823.00;15.45;1494.00;big
163;1827.00;9.60;799.00;big
163;1943.00;9.57;1008.00;big
164;4624.00;9.50;1480.00;big
164;4661.00;9.73;1411.00;big
165;4562.00;10.05;1353.00;big
165;4467.00;12.03;1356.00;big
166;1555.00;9.50;2198.00;big
166;1490.00;9.50;2014.00;big
167;5109.00;10.18;844.00;big
167;4985.00;9.65;892.00;big
168;3088.00;9.50;1638.00;big
168;3024.00;9.50;1691.00;big
169;2958.00;9.60;1623.00;big
169;3029.00;9.50;1599.00;big
170;1607.00;9.50;1382.00;big
170;1468.00;9.50;1365.00;big
171;348.00;9.50;1915.00;big
171;637.00;9.50;1896.00;big
172;545.00;9.50;722.00;big
172;324.00;9.50;817.00;big
173;2910.00;9.50;1920.00;big
173;2874.00;9.50;1969.00;big
174;2964.00;9.50;2181.00;big
174;2892.00;9.50;2014.00;big
175;895.00;9.50;836.00;big
175;644.00;9.50;853.00;big
176;127.00;9.50;1507.00;big
176;349.00;9.50;1491.00;big
177;5257.00;9.50;1638.00;big
177;5208.00;9.50;1473.00;big
178;118.00;9.50;583.00;big
178;5575.00;9.50;644.00;big
179;520.00;9.50;552.00;big
179;330.00;9.50;559.00;big
180;5604.00;9.50;1247.00;big
180;100.00;9.50;1012.00;big
181;3544.00;9.50;707.00;big
181;3544.00;10.95;613.00;big
182;2663.00;10.15;1411.00;big
182;2739.00;10.10;1500.00;big
183;3115.00;9.90;1110.00;big
183;3273.00;11.32;1002.00;big
184;3057.00;10.00;973.00;big
184;3131.00;11.60;823.00;big
185;3344.00;12.55;870.00;big
185;3331.00;9.82;712.00;big
186;4798.00;11.35;1610.00;big
186;4818.00;9.88;1545.00;big
187;4448.00;9.50;914.00;big
187;4372.00;9.85;978.00;big
188;4413.00;9.73;1018.00;big
188;4371.00;9.60;1090.00;big
189;4327.00;9.60;1231.00;big
189;4321.00;9.70;1322.00;big
190;3873.00;9.50;1386.00;big
190;3946.00;9.50;1464.00;big
191;3057.00;9.50;2176.00;big
191;3197.00;9.60;2241.00;big
192;3114.00;9.80;2139.00;big
192;3043.00;9.93;2053.00;big
193;4894.00;9.60;752.00;big
193;4789.00;10.25;711.00;big
194;5116.00;9.60;615.00;big
194;5118.00;9.63;418.00;big
195;4653.00;10.10;584.00;big
195;4943.00;9.50;582.00;big
196;3623.00;9.50;1281.00;big
196;3443.00;12.78;1360.00;big
197;1652.00;10.25;1663.00;big
197;1755.00;9.50;1709.00;big
198;1409.00;9.50;1509.00;big
198;1440.00;9.60;1637.00;big
199;1057.00;13.50;1522.00;big
199;1017.00;14.03;1622.00;big
200;4405.00;18.88;1507.00;big
200;4313.00;21.50;1485.00;big
201;1640.00;9.60;818.00;big
201;1747.00;18.70;679.00;big
202;3198.00;9.60;1522.00;big
202;3225.00;9.50;1571.00;big
203;3730.00;9.50;1344.00;big
203;3619.00;9.50;1378.00;big
204;1180.00;13.82;1362.00;big
204;1065.00;9.60;1422.00;big
205;1402.00;9.50;1250.00;big
205;1325.00;9.63;1216.00;big
206;3101.00;9.50;1894.00;big
206;3057.00;9.50;1897.00;big
207;2985.00;9.50;1897.00;big
207;2971.00;9.50;1962.00;big
208;1098.00;9.50;2117.00;big
208;1621.00;9.60;2200.00;big
209;5428.00;9.50;2288.00;big
209;474.00;9.50;2282.00;big
